Voltage_measured_max,Voltage_measured_min,Voltage_measured_mean,Current_measured_max,Current_measured_min,Current_measured_mean,Temperature_measured_mean,Capacity_max
4.1929846,2.334964,3.526457,0.0014816459,-2.0089605,-1.8967535,31.881798,1.6997646
4.192262,2.4128196,3.5167432,0.0020082395,-2.0114224,-1.8710877,31.950926,1.6504923
4.191264,2.4785614,3.4967208,0.0023501562,-2.0140638,-1.8266433,32.28251,1.5520592
4.198203,2.1301334,3.5241477,0.0009358909,-1.9976819,-1.9160451,32.193035,1.6903036
4.197952,2.1272273,3.5270345,0.0006938823,-1.997124,-1.9198692,32.173683,1.7006392
4.192213,2.4328663,3.5078046,0.0023679573,-2.0120459,-1.8504616,32.090847,1.6146557
4.1870184,2.4932146,3.4422774,0.0022769694,-2.0155003,-1.7039217,33.19585,1.3619913
4.1868844,2.4718733,3.4423819,0.0023170456,-2.0150232,-1.706118,33.201508,1.3738314
4.1913886,2.460245,3.5043085,0.0022432029,-2.013454,-1.8414104,32.157444,1.5862314
4.186653,2.4818857,3.4415617,0.002293871,-2.0154235,-1.7017651,33.20694,1.3645225
4.190572,2.4945745,3.4761012,0.0025105455,-2.0148013,-1.781953,32.56741,1.4803025
4.1964197,2.1614363,3.5333903,0.00044575793,-1.9989092,-1.9371469,32.04763,1.7506255
4.1915936,2.4482026,3.5106423,0.0020745732,-2.0128796,-1.853095,32.065193,1.620234
4.190986,2.4901028,3.4860554,0.0024787465,-2.0146224,-1.8018216,32.44818,1.5139756
4.1933856,2.3384788,3.523603,0.0017534705,-2.008479,-1.8936374,31.9275,1.6796513
4.1914806,2.4609127,3.5074801,0.0021113332,-2.0132742,-1.849261,32.123554,1.603998
4.1918035,2.4135187,3.5196965,0.00188394,-2.011741,-1.8750495,31.91398,1.6682571
4.1984086,2.1206014,3.5242097,0.00092146016,-1.9971957,-1.9174753,32.207394,1.6881076
4.19199,2.404049,3.520403,0.0019154884,-2.0112984,-1.8782212,31.913097,1.6743184
4.1926937,2.352017,3.525178,0.0016113069,-2.0097146,-1.8928455,31.885626,1.6894746
4.190426,2.44204,3.4741662,0.00290282,-2.012863,-1.7771735,32.629875,1.4869101
4.1886816,2.4964418,3.4552464,0.0023754183,-2.0155346,-1.7305765,32.96618,1.403433
4.192454,2.3572083,3.52618,0.0016101585,-2.0099874,-1.8963538,31.8747,1.6986821
4.18698,2.4810593,3.4431298,0.0023395696,-2.0152302,-1.7064122,33.18014,1.3708395
4.1931577,2.3332458,3.5263095,0.0014073526,-2.008553,-1.8979355,31.910105,1.6979157
4.1917095,2.4315047,3.5168664,0.001898284,-2.012181,-1.8681948,31.951141,1.6524637
4.1910205,2.487185,3.488067,0.0024849153,-2.014467,-1.806318,32.408028,1.5231043
4.199522,2.0858002,3.5233333,0.00075621856,-1.9956638,-1.9200996,32.26094,1.6806182
4.187789,2.4815578,3.448301,0.0023755159,-2.0152693,-1.716158,33.076782,1.3870593
4.195793,2.2293901,3.5255742,0.0011753545,-2.0032225,-1.9100274,32.03817,1.7001197
4.188892,2.489427,3.4574473,0.0024244403,-2.0153291,-1.7347311,32.90792,1.4141372
4.193811,2.3183355,3.524942,0.0015954308,-2.0076108,-1.8995686,31.937654,1.6904057
4.1900153,2.4729438,3.4699545,0.0026358361,-2.0142963,-1.7649548,32.6521,1.4644827
4.192373,2.3784385,3.5191016,0.0020176535,-2.010309,-1.8821566,31.978891,1.6613601
4.192053,2.447181,3.509094,0.0022612277,-2.0128834,-1.8515488,32.05641,1.6096799
4.1974688,2.1485527,3.5257468,0.0009497725,-1.9984537,-1.9158567,32.159466,1.6992519
4.1872096,2.490462,3.4436958,0.0023071114,-2.0154607,-1.7068712,33.169765,1.3678857
4.1955457,2.242896,3.5243924,0.0012993054,-2.0040839,-1.9088537,32.050358,1.6915438
4.1978416,2.1537626,3.5244298,0.0011064046,-1.999156,-1.9169108,32.154503,1.6926066
4.191956,2.4096498,3.5211306,0.0018181104,-2.0115352,-1.8822185,31.89281,1.6740518
4.192379,2.4023602,3.5170286,0.0020849875,-2.0110934,-1.871549,31.96885,1.650468
4.1920733,2.4519625,3.5081527,0.0022935607,-2.0130143,-1.8495954,32.07068,1.6025084
4.191651,2.4510808,3.5009768,0.002414719,-2.013082,-1.8352195,32.209717,1.5723159
4.195974,2.2334805,3.5264406,0.001215521,-2.0032647,-1.9158807,32.028675,1.7006414
4.197881,2.1518996,3.5256581,0.0010496964,-1.9989239,-1.9187747,32.144596,1.6952759
4.1920066,2.3809648,3.524272,0.0017967827,-2.0109744,-1.8893647,31.869322,1.689704
4.1926622,2.327526,3.5302885,0.0013255962,-2.0076277,-1.914534,31.831657,1.7323511
4.1922936,2.3648405,3.52451,0.0016360695,-2.0104027,-1.8903639,31.89143,1.6844106
4.194732,2.2785568,3.5265677,0.0012728635,-2.0057979,-1.908066,31.964504,1.7039846
4.191906,2.4486706,3.514247,0.002055213,-2.0124803,-1.8655969,31.974827,1.6408089
4.1922517,2.4091852,3.5113049,0.0022967828,-2.0115962,-1.8618299,32.05695,1.6169617
4.19201,2.4349873,3.5162225,0.002020859,-2.0122654,-1.8674835,31.94296,1.6503352
4.19123,2.4802744,3.4945333,0.0023983817,-2.0141766,-1.8210866,32.311523,1.545293
4.1931868,2.335957,3.5245771,0.0016412182,-2.0087025,-1.8946968,31.917181,1.6856503
4.1952047,2.2335737,3.5294182,0.00095954386,-2.0033588,-1.9198807,31.98981,1.7249217
4.1915956,2.464788,3.4987843,0.0024091327,-2.013685,-1.8287917,32.2153,1.5650111
4.1920943,2.3701644,3.528922,0.0014966046,-2.0096996,-1.9081677,31.79749,1.7163674
4.188002,2.4828906,3.4499145,0.0023916443,-2.015306,-1.7189295,33.044937,1.3909832
4.187327,2.4766285,3.4443693,0.002302146,-2.015154,-1.7097595,33.162457,1.3784862
4.198787,2.076437,3.5305529,0.00010215379,-1.9954493,-1.9345121,32.198467,1.7248448
4.1908383,2.4882007,3.484347,0.0024907996,-2.0145419,-1.7989732,32.454933,1.509545
4.198929,2.0996318,3.5241215,0.00065439905,-1.9959965,-1.9166931,32.233467,1.6859915
4.189592,2.4697342,3.4617445,0.002674567,-2.0143192,-1.743912,32.810333,1.4392284
4.191977,2.4554658,3.5095637,0.0022300745,-2.0129757,-1.8526121,32.04596,1.6091688
4.199223,2.0845263,3.524608,0.00053744146,-1.9953485,-1.9180629,32.24892,1.6854371
4.193645,2.3061256,3.5271695,0.0013585081,-2.0074675,-1.9034996,31.911633,1.7082354
4.1926365,2.3772044,3.5215707,0.0018885778,-2.0103025,-1.883922,31.905806,1.674149
4.1983542,2.1264944,3.5243294,0.0008953072,-1.9974616,-1.9166363,32.193016,1.6892885
4.1910973,2.4910963,3.48737,0.0024118994,-2.0144563,-1.8077514,32.407494,1.5184891
4.1873264,2.4858937,3.4451237,0.0023106472,-2.0153222,-1.7105635,33.14845,1.3733302
4.1934595,2.312281,3.5267406,0.0013465617,-2.0079434,-1.8991165,31.906406,1.7046447
4.192102,2.4407015,3.504029,0.0024697555,-2.0124462,-1.8416978,32.149,1.5879054
4.1960783,2.190848,3.5306032,0.0007912898,-2.0006025,-1.9265058,32.05088,1.7271063
4.1923547,2.3748796,3.5228174,0.0017092137,-2.0104787,-1.8869623,31.905323,1.6771078
4.1894674,2.488866,3.4650927,0.0024650067,-2.014871,-1.7540914,32.764538,1.4380946
4.196552,2.1799686,3.5272167,0.0010162892,-1.9997282,-1.9161156,32.11149,1.704538
4.195744,2.2385569,3.526075,0.0012198339,-2.0036747,-1.9128677,32.021427,1.7005273
4.197638,2.153172,3.5240858,0.000933316,-1.9984087,-1.9127997,32.182114,1.6875381
4.1863317,2.5042746,3.4383042,0.0021122645,-2.015718,-1.6922531,33.266983,1.3416612
4.192585,2.3503826,3.5276794,0.0015526053,-2.0093699,-1.9019855,31.844332,1.7100936
4.1884117,2.48105,3.45692,0.00237638,-2.0152361,-1.7315694,32.93643,1.4111723
4.191158,2.492753,3.488479,0.002470101,-2.014609,-1.8087045,32.40608,1.5220412
4.1898556,2.5059233,3.473757,0.0024223994,-2.0148885,-1.7780803,32.64714,1.4655577
4.191504,2.4548554,3.5012667,0.0023536969,-2.0132933,-1.8351585,32.194996,1.572557
4.192083,2.4481208,3.510071,0.0022386168,-2.0128314,-1.853534,32.037384,1.6137013
4.195363,2.25285,3.5245566,0.0013144992,-2.0044904,-1.9046576,32.016464,1.6962411
4.1885996,2.493478,3.4557025,0.0023509888,-2.0153334,-1.7312877,32.95079,1.4038135
4.1897073,2.4964128,3.4683917,0.0024450156,-2.0148604,-1.7647796,32.717117,1.4467438
4.184986,2.488478,3.430806,0.0020283014,-2.0152414,-1.6790285,33.45841,1.3271803
4.191574,2.4678645,3.5030491,0.0022832796,-2.0137548,-1.8374441,32.187767,1.5831163
4.194745,2.264675,3.524894,0.0012981321,-2.005457,-1.9029325,31.997274,1.6984671
4.188989,2.4914877,3.4595954,0.002434114,-2.015165,-1.7413069,32.873466,1.4188218
4.190159,2.4796362,3.469892,0.002575688,-2.014501,-1.7649149,32.655,1.4635419
4.192502,2.3968537,3.5199308,0.0019274063,-2.010784,-1.8789263,31.912552,1.6668534
4.186391,2.482829,3.4385562,0.0022602354,-2.0153174,-1.6973639,33.281807,1.3563993
4.198187,2.1301894,3.5257938,0.00078821107,-1.9973999,-1.9173309,32.17041,1.6939007
4.1918507,2.4175014,3.5181603,0.0020110924,-2.0116904,-1.8730383,31.936691,1.6652458
4.1891212,2.491506,3.4584167,0.0024115152,-2.015344,-1.7381546,32.89635,1.4160651
4.195138,2.252359,3.527195,0.0011456205,-2.004238,-1.9102691,31.98909,1.7089357
4.189326,2.4932132,3.4615679,0.0024572525,-2.0152004,-1.7460989,32.83795,1.4264572
4.1876698,2.5013373,3.4484107,0.002277096,-2.0154798,-1.7182456,33.098373,1.374565
4.190042,2.4852235,3.4684496,0.002536816,-2.014741,-1.7626247,32.68656,1.4539938
4.187404,2.4832907,3.4457889,0.0023496442,-2.0153224,-1.7107377,33.118275,1.3783327
4.1904616,2.493175,3.4802291,0.0024735779,-2.0146065,-1.7894685,32.546543,1.4917377
4.192119,2.435781,3.514869,0.0020905402,-2.0123742,-1.8645612,31.960987,1.6424888
4.1922407,2.4283848,3.5167985,0.002039879,-2.0119247,-1.8694775,31.938145,1.6529014
4.187019,2.4712863,3.4435425,0.002347894,-2.0149603,-1.7080945,33.171024,1.3774525
4.1902657,2.4968932,3.4737167,0.0024801886,-2.0148385,-1.7773336,32.619007,1.46786
4.183519,2.4991121,3.4237688,0.0018147691,-2.0154662,-1.6596341,33.64236,1.2966026
4.1984715,2.126737,3.5223072,0.00091896986,-1.9971075,-1.9146807,32.244293,1.6750368
4.1914597,2.471536,3.5012763,0.0023217017,-2.0138683,-1.8340752,32.217625,1.5727447
4.190092,2.4835713,3.472333,0.0025756978,-2.0145411,-1.7727776,32.619614,1.4690912
4.1960645,2.199747,3.5248356,0.001133984,-2.001291,-1.910576,32.11419,1.6963972
4.1915784,2.4727075,3.5020118,0.0022822137,-2.0138686,-1.8360629,32.209694,1.5777617
4.196355,2.1903055,3.5296147,0.0007413866,-2.000741,-1.9237735,32.042755,1.7240547
4.198132,2.1544886,3.5260737,0.0010119602,-1.9988737,-1.9208997,32.134533,1.700053
4.199707,2.0774872,3.523214,0.0007017279,-1.99535,-1.9201635,32.272823,1.6777078
4.1884885,2.49614,3.455611,0.002349225,-2.01533,-1.7324286,32.960888,1.4011568
4.1970215,2.183441,3.5250769,0.0010840229,-2.0002637,-1.9147197,32.12632,1.6953002
4.191428,2.4775221,3.4996397,0.0023303737,-2.0140278,-1.83162,32.248814,1.5639875
4.192118,2.4253938,3.507722,0.0023979133,-2.0120325,-1.8521641,32.112175,1.603122
4.1925297,2.395324,3.5172718,0.002064467,-2.0107653,-1.8745306,31.971264,1.6510998
4.1823077,2.4960852,3.4191465,0.0015877293,-2.015314,-1.6456584,33.78249,1.2790309
4.1973243,2.1667979,3.5265694,0.0008456926,-1.9992987,-1.9180437,32.123627,1.7043455
4.192436,2.3840756,3.5231016,0.0017719759,-2.0106359,-1.8880371,31.879993,1.6806935
4.1958585,2.1968343,3.528999,0.0008929026,-2.001028,-1.921911,32.059017,1.7224952
4.190712,2.480468,3.4775043,0.0025869103,-2.014467,-1.781679,32.52381,1.4919215
4.1935787,2.3234391,3.5241537,0.0016528541,-2.007939,-1.8952503,31.93572,1.6835239
4.1904297,2.4896212,3.4718633,0.0025079248,-2.0148034,-1.7713628,32.628696,1.465845
4.1916575,2.4458601,3.5138483,0.0019504168,-2.0127156,-1.8617314,32.01655,1.6393268
4.193473,2.3045797,3.5301812,0.00120225,-2.0066164,-1.9176325,31.87511,1.7301868
4.191236,2.4382272,3.5222847,0.0016544892,-2.011867,-1.8913349,31.880009,1.6883371
4.1942453,2.2874932,3.528786,0.001161675,-2.0063443,-1.9120679,31.922493,1.7171916
4.1910944,2.4822528,3.4863858,0.002531227,-2.0144193,-1.8026828,32.401012,1.52185
4.190574,2.4721737,3.477202,0.002644784,-2.0141265,-1.7815427,32.54875,1.4931304
4.1847916,2.4820814,3.4328797,0.0020274967,-2.015216,-1.6822762,33.415443,1.331526
4.1899996,2.4917533,3.469702,0.002519349,-2.0148182,-1.7672217,32.67535,1.4566234
4.1921353,2.363224,3.5291965,0.0014890126,-2.009446,-1.9094664,31.799847,1.7212358
4.188696,2.4832342,3.4557443,0.0024426826,-2.0152316,-1.7304323,32.93603,1.4097872
4.193936,2.3107197,3.5253873,0.0015178724,-2.007314,-1.9013753,31.942532,1.6935781
4.189664,2.506827,3.469538,0.0023906888,-2.01505,-1.7695677,32.725567,1.4463488
4.197866,2.1455941,3.5246396,0.001077951,-1.9986978,-1.9168776,32.16733,1.692244
4.1988063,2.1079814,3.5239038,0.00061654655,-1.9960732,-1.9154634,32.23707,1.6820126
4.1944003,2.285124,3.5252585,0.0013729917,-2.006331,-1.9018866,31.96717,1.6965791
4.192302,2.4221368,3.5206363,0.0019039683,-2.0116868,-1.8806411,31.876276,1.6698488
4.191777,2.42549,3.517206,0.0018772447,-2.0119967,-1.8686754,31.9548,1.6520172
4.192246,2.3878121,3.5204709,0.0018181469,-2.0109477,-1.8806037,31.918339,1.6649778
4.191511,2.4530652,3.507766,0.0021404389,-2.0131047,-1.8482801,32.10408,1.6042204
4.190979,2.4861193,3.480044,0.0025044975,-2.0146644,-1.7887408,32.498905,1.4978476
4.1925626,2.3604605,3.5170653,0.0021154655,-2.0098143,-1.8779076,32.023266,1.6475598
4.1927476,2.3737087,3.5193152,0.0019730406,-2.0100656,-1.8789021,31.950354,1.6575545
4.188268,2.5025814,3.4536424,0.0022792227,-2.015602,-1.7273206,33.00388,1.3943212
4.1850233,2.492661,3.4322574,0.0020771965,-2.0151994,-1.6829228,33.424885,1.3258561
4.1917415,2.3967555,3.524317,0.0016846112,-2.0110726,-1.8926378,31.86383,1.6914084
4.1912913,2.4882653,3.48051,0.0025205347,-2.0146995,-1.7890542,32.476257,1.5032787
4.1934013,2.3199334,3.526938,0.0014125358,-2.008158,-1.9008213,31.900696,1.7037761
4.192323,2.3950627,3.5193682,0.0019687165,-2.0109324,-1.8770536,31.936966,1.6593125
4.1915026,2.4206836,3.5213425,0.0017457777,-2.0116873,-1.8831669,31.899948,1.6779015
4.1890354,2.481209,3.465693,0.0024485588,-2.0148036,-1.7532126,32.79559,1.4385197
4.197505,2.154576,3.5260139,0.000866145,-1.9987746,-1.9145285,32.13466,1.7015691
4.1894736,2.4881551,3.4658566,0.0024915077,-2.0147169,-1.7591281,32.750465,1.4406018
4.1947246,2.28172,3.5255687,0.0013680353,-2.0057664,-1.9059756,31.977419,1.6959481
4.194349,2.28743,3.526176,0.0013520181,-2.0063913,-1.9046174,31.954874,1.7005248
4.194205,2.297228,3.5246236,0.0015142252,-2.006635,-1.8999223,31.96893,1.6882957
4.190909,2.4774108,3.4840784,0.00248757,-2.0143356,-1.798086,32.43039,1.5126467
4.1954966,2.24085,3.5255108,0.0011792426,-2.00358,-1.9091128,32.039562,1.7001586
4.1947446,2.2722688,3.5249243,0.0014039619,-2.0053022,-1.9092807,32.017113,1.6889132
4.192272,2.37036,3.5244524,0.001666573,-2.010595,-1.8903573,31.883142,1.6857145
4.1864176,2.510088,3.4386144,0.0021392049,-2.0157611,-1.6965367,33.272327,1.3394684
4.191623,2.471517,3.501473,0.0023622413,-2.0138717,-1.8333069,32.21188,1.5767508
4.198345,2.1135757,3.527706,0.00047056985,-1.9966252,-1.9230511,32.17707,1.7065794
4.198144,2.1271796,3.5260828,0.0008127689,-1.9971918,-1.9186789,32.180084,1.6930723
4.187645,2.4933844,3.4480195,0.0023277767,-2.0153809,-1.716241,33.093006,1.3772273
4.191791,2.4090497,3.519903,0.0018428949,-2.0116618,-1.878872,31.924723,1.6668534
4.191784,2.4059632,3.5215201,0.001784346,-2.0114312,-1.880639,31.903326,1.6748844
4.1983576,2.1216059,3.5230927,0.0007762878,-1.9965557,-1.9126071,32.23903,1.6756083
4.1920667,2.3903284,3.52276,0.0017494233,-2.0111568,-1.8854088,31.88392,1.6802839
4.1941876,2.3034854,3.5244164,0.0015549377,-2.0067878,-1.9006156,31.968222,1.6874958
4.1946797,2.2787921,3.526828,0.0012798008,-2.0058653,-1.9082141,31.956802,1.7045517
4.190268,2.48929,3.4740183,0.0025343122,-2.0146546,-1.7769923,32.598064,1.4732621
4.1961184,2.2047758,3.5256727,0.0011391866,-2.001356,-1.9120947,32.085945,1.6992905
4.1938972,2.2968783,3.5275393,0.001257445,-2.0071182,-1.9051527,31.920982,1.7116091
4.19095,2.489584,3.4887316,0.0024253705,-2.0143828,-1.8103068,32.398514,1.5230466
4.1894503,2.4863389,3.4665177,0.0025327625,-2.0146255,-1.7601382,32.734108,1.4439538
4.190789,2.4892988,3.487755,0.0023722944,-2.0142994,-1.8102711,32.40784,1.5176055
4.1866274,2.492548,3.4400198,0.0022181724,-2.015609,-1.6987097,33.239967,1.3551757
4.1920557,2.4188545,3.5029774,0.002626775,-2.0120952,-1.8443718,32.176105,1.5799811
4.191444,2.4754543,3.490873,0.002474327,-2.014181,-1.8117998,32.331913,1.5379053
4.189484,2.5000567,3.4680674,0.0023917595,-2.0149646,-1.7631955,32.75617,1.4418254
4.1978927,2.148846,3.5252278,0.0008519347,-1.9982296,-1.9161047,32.15893,1.6929102
4.1916127,2.4511852,3.5111008,0.002048829,-2.0130088,-1.8552978,32.060528,1.6249129
4.1953273,2.247396,3.5268748,0.0011659286,-2.0039935,-1.9111185,31.9997,1.7064309
4.1916146,2.4408665,3.5148077,0.0019207174,-2.012516,-1.8639791,31.995531,1.6429844
4.191861,2.4283962,3.517126,0.0019266787,-2.0119455,-1.8750404,31.956236,1.6528145
4.1921086,2.4295502,3.514477,0.0020838843,-2.012094,-1.8640308,31.985138,1.6400985
4.192733,2.36253,3.5236158,0.001709274,-2.0097718,-1.8906975,31.918354,1.679806
4.19181,2.40443,3.5214834,0.0018021842,-2.011474,-1.88047,31.900822,1.6751069
4.1863675,2.4933476,3.4398365,0.00218821,-2.0155241,-1.6989667,33.244274,1.350938
4.1950297,2.2444365,3.5273962,0.0011363492,-2.00335,-1.9094925,32.01326,1.7063947
4.198051,2.128858,3.525072,0.0007824049,-1.9973441,-1.9151165,32.183914,1.6959515
4.191573,2.4320393,3.5165458,0.0019019124,-2.0122738,-1.8692281,31.973963,1.6519089
4.1937304,2.3114572,3.5264056,0.0013935993,-2.007694,-1.9003737,31.911524,1.7015074
4.193347,2.3316407,3.5222085,0.0017637361,-2.0084403,-1.8888334,31.95878,1.6709868
4.192282,2.4063199,3.5184305,0.0019598035,-2.0112739,-1.8745311,31.930426,1.6583537
4.186118,2.4946764,3.4371579,0.0021775358,-2.0154076,-1.693845,33.303085,1.343437
4.1920323,2.4169185,3.5095778,0.0023402702,-2.0116951,-1.8596503,32.110817,1.6102777
4.192569,2.3621917,3.52391,0.0016779283,-2.0099695,-1.8914628,31.90777,1.6827589
4.192038,2.4428215,3.5142007,0.0020641512,-2.0123339,-1.867336,31.98273,1.6369759
4.1954684,2.2354536,3.5261378,0.0011264847,-2.003454,-1.9081014,32.02447,1.7047215
4.195891,2.224848,3.5255532,0.0011451376,-2.0028367,-1.9099852,32.04969,1.7003583
4.191165,2.4872615,3.4907322,0.002435222,-2.014415,-1.8138611,32.36638,1.530758
4.192839,2.3505409,3.525776,0.0016162605,-2.0094604,-1.896065,31.882488,1.6931663
4.191295,2.4730675,3.4911413,0.0024491479,-2.0139408,-1.8146499,32.33034,1.534387
4.1895537,2.4869943,3.4732287,0.0024522499,-2.0145051,-1.7721711,32.675545,1.4635558
4.1911745,2.4948766,3.4922376,0.0024353908,-2.014627,-1.8151457,32.36066,1.5387799
4.191526,2.4532804,3.5106554,0.0020132158,-2.0129485,-1.8566942,32.068417,1.6206189
4.1854815,2.4906442,3.433152,0.0021572725,-2.0154293,-1.6846753,33.40037,1.3341657
4.1895275,2.486345,3.4699094,0.002433621,-2.0147858,-1.7640525,32.729416,1.4511652
4.193745,2.32598,3.5221386,0.0018287665,-2.007726,-1.8930533,31.971783,1.6739607
4.1909266,2.4901607,3.4802523,0.0025387977,-2.014699,-1.789912,32.489296,1.4976952
4.196699,2.1829052,3.525228,0.0010754473,-2.0004737,-1.9124768,32.11336,1.6990995
4.1960115,2.2107832,3.5268126,0.0010205789,-2.0018413,-1.9141109,32.05811,1.7081964
4.191704,2.4446661,3.510621,0.0021408198,-2.0126505,-1.8542333,32.046722,1.6222916
4.19279,2.3440764,3.5277727,0.0015237384,-2.0087886,-1.9065323,31.85847,1.7122273
4.1945543,2.2767236,3.5281606,0.0011464094,-2.005739,-1.9119949,31.939512,1.7144529
4.1915836,2.4410276,3.513156,0.001996809,-2.0125644,-1.8587239,32.02197,1.632561
4.190752,2.4892237,3.484196,0.0024807502,-2.0145066,-1.7988487,32.466927,1.5073711
4.1910152,2.4901655,3.4861686,0.0024964802,-2.014569,-1.8037286,32.42052,1.5169138
4.189843,2.4824452,3.4652493,0.0025044517,-2.0148287,-1.7550199,32.74423,1.4430605
4.195175,2.256122,3.5264585,0.0012352907,-2.0046234,-1.9102762,31.991632,1.7034712
4.190052,2.5061288,3.4660292,0.0024396589,-2.0153747,-1.7583095,32.747005,1.4408883
4.1872134,2.489036,3.444323,0.0023245579,-2.0153785,-1.7082185,33.156063,1.3694401
4.191474,2.4701092,3.5027134,0.002294934,-2.0137987,-1.8367379,32.202297,1.5807712
4.192339,2.3860276,3.52202,0.0018593553,-2.0107803,-1.8836868,31.887997,1.6774085
4.192378,2.411183,3.516717,0.0020107287,-2.0112386,-1.8719221,31.964554,1.6502409
4.1983805,2.11651,3.525399,0.00082206493,-1.9967493,-1.9190166,32.205517,1.6896244
4.1963367,2.215534,3.5265355,0.0011175162,-2.0018303,-1.9148071,32.052757,1.702692
4.1922894,2.4135253,3.5155392,0.0020973282,-2.0116723,-1.866764,31.974377,1.640209
4.189632,2.4947107,3.4646895,0.0024797155,-2.015125,-1.7537321,32.777454,1.4375583
4.1911187,2.4786828,3.4914594,0.0024669429,-2.014076,-1.8145545,32.33736,1.5363438
4.1933923,2.3253856,3.525707,0.001505787,-2.0080924,-1.8985982,31.910725,1.6958098
4.1854424,2.4771552,3.4358783,0.0021211742,-2.015139,-1.6893185,33.3455,1.3448204
4.191631,2.4682336,3.501762,0.0023880994,-2.0137165,-1.8334454,32.203064,1.5812993
4.191247,2.4776516,3.4988675,0.002306669,-2.0138505,-1.8327819,32.25034,1.5587102
4.19519,2.2483473,3.526395,0.0011467591,-2.0042505,-1.9075322,32.000725,1.7064538
4.1921897,2.4413505,3.5134358,0.002151155,-2.0124636,-1.8614447,31.98224,1.6329676
4.19041,2.495813,3.4743237,0.0024840478,-2.014804,-1.7790684,32.599697,1.471943
4.193358,2.3467546,3.5213223,0.0019339415,-2.0087454,-1.8880975,31.95234,1.6735319
4.192894,2.335005,3.5271857,0.0014969705,-2.0089471,-1.8995678,31.881918,1.7063215
4.190373,2.4860919,3.474309,0.002551595,-2.0146518,-1.7762151,32.58787,1.4763914
