true,pred,base
1.3102933156292533,1.3108001034104353,1.3104949752696935
1.3130881784211643,1.3106373027885585,1.3103275845323052
1.3119829872076105,1.3096390672055749,1.3093482524194873
1.3126268421164984,1.3114377816019622,1.3115759092924018
1.3174320482349342,1.311736461521283,1.3114333526919861
1.3070590489700096,1.3124182421535289,1.3121091772039193
1.3129276007387773,1.3131158548662634,1.3128140696192583
1.3133835833227634,1.3089412423802933,1.3086329749738597
1.3106457024454097,1.3128047790897108,1.312500041236055
1.3120642941890284,1.314289600854925,1.3139808328628808
1.3073998714101176,1.3109812814633621,1.3106709014159628
1.310211066868128,1.3106617805764529,1.310539697079049
1.3103659175117528,1.3130132433006507,1.312713901590184
1.3131710295819226,1.3112965400993364,1.3109939403401518
1.3116520661811846,1.3111470431763914,1.3108464118216405
1.3117963111974722,1.3110093566800491,1.3107473807158168
1.3124823595341586,1.3117261273980056,1.311425148178678
1.314188363778615,1.310639822685614,1.3105029761549567
1.317416547050018,1.3114757327788256,1.3111696967963837
1.3137203501709778,1.3129677918241345,1.3126662356586798
1.313229682943348,1.3159658160133167,1.3158068249327795
1.3146564961692786,1.3127603118154116,1.3124691237112416
1.3174588677453445,1.313426150068644,1.3131301342829103
1.3101005562312744,1.3141679500671164,1.3138722651769557
1.3194038888919737,1.3149072471375371,1.314611587700882
1.3103886814302692,1.3124272611790162,1.3121222603058025
1.3097882247484451,1.314875201173975,1.3145699797037127
1.3124837849304727,1.3131799892158968,1.3128773046116935
1.3166477663356,1.3114718129389618,1.311170782812623
1.3132020234672526,1.3128293671761295,1.3127124422558625
1.310809258187953,1.3138049745926266,1.3135032317681308
1.3123298930355591,1.3121352500781651,1.3118378004116154
1.3092521399823067,1.3127860283405788,1.312548894997821
1.3098986166022724,1.3135023154419287,1.3132532953120515
1.3119373321030494,1.310206553113133,1.3099000504830884
1.3043311882893638,1.3117018277846506,1.3113975056715865
1.3045228701556053,1.310834134747435,1.3105358366306983
1.3077895645809952,1.308238335338392,1.3079418868430628
1.3050714695620016,1.3097278914556492,1.3094298139359613
1.306628231418569,1.3095410542399755,1.3092395574660338
1.3090640300913523,1.3061372926868797,1.3058320712166174
1.3077960043179142,1.3084819084180688,1.308174362194294
1.308711770542724,1.3075422498359939,1.3072355860004135
1.314344767086082,1.3098947391849178,1.3095879565663116
1.3052505264894607,1.3089487766179537,1.3086546613606387
1.3061654612330873,1.3130165861943874,1.3127221230724957
1.3061594966282728,1.3095769351983826,1.3092763802041485
1.3061164632347895,1.3053266494402362,1.305026696845635
1.303456665228143,1.3068630315233127,1.306549546148229
1.310009839937283,1.3067294684948791,1.3064205647508051
1.3078066099452514,1.3057039467538822,1.3053961120570439
1.3116709017753354,1.3089203111141807,1.3086107116409536
1.3019802600887838,1.3071340943890475,1.3068371622771118
1.3082218160132515,1.3103637709327796,1.3100691296363487
1.3074426672375485,1.3060384058175878,1.3057351188137516
1.3069844277760652,1.3084043346174736,1.3081007845940795
1.3109445605392698,1.3082731302805597,1.307956335949747
1.312319872838851,1.307319514692909,1.307010610948835
1.313673498751653,1.3096907378219615,1.3093830982686663
1.3085803965157727,1.3088254289297714,1.308515167665398
1.3099576263127766,1.3113276612521947,1.311030856407787
1.3080599317175767,1.3095539931053268,1.3092598354255025
1.3073871107193054,1.3095321709665178,1.3092297578663743
1.3036407280117053,1.3103362811467216,1.3100345977137389
1.307928320124573,1.3069425991818473,1.3066273490303748
1.3046578161578437,1.3067516978897777,1.3064427093006852
1.305468086086405,1.3083968767403302,1.3080909001494012
1.3028739666087321,1.3050065207001886,1.3046986266118372
1.3080757892515713,1.3074728890332086,1.3071785277253394
1.3044669657727854,1.3048493537875534,1.3045533549708233
1.3072390561616782,1.3081627893337437,1.3078612501372926
1.3020555939808853,1.3037863899398052,1.303485979182103
1.3034695362174793,1.3095906800914117,1.3092774747048899
1.305289147941972,1.3053035037191356,1.3049960423403795
1.2999833816667266,1.3035484590538717,1.3032433733356392
1.3043181900324994,1.3043114194000074,1.304003253807596
1.3104395884414877,1.3016216880707643,1.3013294648573663
1.3031039220629081,1.3022770734176934,1.3020619573572876
1.304610370823388,1.3056805889202348,1.3053808060156709
1.2998970773137075,1.3039185954479398,1.3036189143573982
1.3013283024806102,1.304655644125365,1.3043413527226038
1.300892708154617,1.302806684508905,1.3025001224873471
1.3077483214174064,1.302662074659037,1.3023588215932083
1.304148194553037,1.3008510322814328,1.300543757561718
1.304071070431041,1.3049894498824266,1.304696819412939
1.3031026154496201,1.3048607739270701,1.304566268382669
1.3014344011764913,1.303857277952927,1.303614426055909
1.3006799253322257,1.302959634624111,1.3026609462202883
1.3027038608307455,1.3018744668349698,1.3016431793140004
1.2973700787303262,1.3034708088927598,1.3031622614977645
1.3010915509404366,1.3041027854990301,1.3038933201168696
1.2982497264306765,1.3020917803813599,1.3020312858830285
1.305052880018405,1.3027201850123429,1.3027569568434465
1.3046765329689685,1.2984284864005702,1.2983186460393645
1.3046646122438414,1.3009228196517528,1.3008484360238608
1.30015265596353,1.3032211609097444,1.303356344478035
1.3017346846666658,1.303480905449985,1.303314125596731
1.3032102583248417,1.3016945784263274,1.3014877602087502
1.304276463252304,1.3016627700288177,1.301361604150449
1.3049223459571389,1.3032877133424106,1.302982440965137
1.3037816301342564,1.3031191093212549,1.3028909356124716
1.299153325879805,1.3026424330372086,1.3027538260622564
1.2988485116656323,1.3021414910778146,1.3018568360400846
1.3042765820353301,1.3000496880488386,1.2999806411726227
1.3014545433839302,1.3000977782054364,1.2998179932717795
1.303402067458611,1.3042971484678625,1.3040653179387733
1.3030328728442508,1.3023941086364847,1.3022216356824763
1.3063269891796836,1.3015276373675382,1.3013129200787203
1.3008784032844647,1.3015438427661095,1.3012337002847625
1.3006923211894574,1.3021757684653685,1.302054906736234
1.3036967511775512,1.3020003938117206,1.301920189815546
1.3049740759650388,1.3010506980639338,1.3009325344063938
1.301185847694217,1.3045673034918972,1.3043156277129349
1.3038623347160414,1.304425179601077,1.3042350843366852
1.3016217983692886,1.3016209329500978,1.3014865638939868
1.3032115734226315,1.3024738035625472,1.3022087307551324
1.3061585463640635,1.3011126094740775,1.3012054553780381
1.3021651543535293,1.3000616172584676,1.3002231706585694
1.3019891942692525,1.3036863322092553,1.3036218245415396
1.3045277572286822,1.3024782239880213,1.3025835336252287
1.3089668740604419,1.3016506626446496,1.3016209329500978
1.3060020242735704,1.3026751492764184,1.3023351583174936
1.3034470098650153,1.3061647570194321,1.3058244945564477
1.3038854634681383,1.3052229094358747,1.3049082362305295
1.3051463368065002,1.3031989145458418,1.3030583772568711
1.3025661743344032,1.304052438464935,1.3037996851542353
1.3056913642376093,1.3047933221372054,1.3045925957919708
1.3022112845901952,1.3028376868787372,1.3027466227201692
1.3061494849160666,1.3038960860644793,1.3035553908918993
1.304026840722794,1.3038206588428571,1.3034804133488764
1.2999621619275503,1.3036158090297139,1.3034404937675792
1.3082259903881714,1.3043545376385095,1.3042375533267294
1.2988448124228171,1.3027682242619294,1.3024279533144432
1.303525449084801,1.3054521437073916,1.3051119745739277
1.3024122739549877,1.303454773184226,1.3032539026024597
1.3049891020178501,1.3035769924336598,1.3032374256998287
1.305443404670466,1.3026047109418957,1.302309925408933
1.3067090547833804,1.3043722363094097,1.3040319483929197
1.3033573626182595,1.3033917333353338,1.3031240727548488
1.304097058460268,1.3050709944298968,1.3048691396459136
1.3033634460061,1.3049574124033665,1.3047538267810017
1.299359439883727,1.3041974895089004,1.303857532487983
1.303378107225331,1.304052319681909,1.303827904607454
1.3047915743298204,1.303951998931801,1.3037560154231116
1.301506875791463,1.3031824800657201,1.3028420309436943
1.3025782138425563,1.3031960382997079,1.3028562424843262
1.3000024548269298,1.3031053983662333,1.3027656958803724
1.3001004423390234,1.3021637374417172,1.301823907688328
1.303008556261892,1.3029251705775162,1.302585731111213
1.2975335156898433,1.3017879758229096,1.301678585140303
1.3025056119600569,1.3027300609725194,1.3025102105600703
1.3001704225104451,1.3018558518378676,1.3015163529800513
1.3024489863945783,1.3018086271004605,1.3014683137304648
1.3043163998026048,1.3023647946825248,1.3022422190840124
1.3049684761938047,1.3033499217101197,1.303027247619511
1.3028073293310471,1.3032510263563257,1.3029283098432078
1.2996385121192267,1.303213957567657,1.302890129584794
1.3026680986553645,1.302247394630153,1.3019228369801292
1.2980715009844004,1.303049663673451,1.3027254878260115
1.3021146036913893,1.3029972549054016,1.3026756074395194
1.307227729351682,1.302939645137706,1.3026167249965432
1.3031561356874146,1.3028824765641076,1.3025552547804968
1.3030314474479368,1.3037625315205474,1.3034759165628855
1.3047785760729558,1.3037704136227846,1.3034516593720398
1.2989977625380231,1.3028602811072163,1.3025596582369672
1.301464919929717,1.3019232272672152,1.3016309701158097
1.3037389530898515,1.3018739662493595,1.301572724010474
1.300539854690858,1.3035939359838937,1.3033007031147732
1.3032078741798163,1.3036408637637353,1.303318367847666
1.3006774224041742,1.3027126677436864,1.30239272566268
1.305975196278658,1.3026589099398396,1.3023707338338335
1.305652377951518,1.302644486286661,1.3023780729279508
1.3093054311385506,1.303576975464656,1.303290436867511
1.3029150994737968,1.3026310298666957,1.302344966401655
1.3010262287605414,1.3053910043869184,1.305094691643619
1.3030434869560898,1.304476120550303,1.304182276797048
1.3039267066317273,1.3027189293060661,1.3024045615427882
1.3034100513748705,1.3036293672637018,1.3033173497074417
1.3054746361218483,1.304518000051532,1.3042435179315437
1.2977699023964364,1.3035750749362371,1.3033036642059257
1.2983176703216495,1.3035986533669333,1.3033175957579959
1.2964957932351577,1.3035355795800336,1.3032514590659212
1.2969032529529507,1.302601486831185,1.3023057255805075
1.2943798348293585,1.302526645040192,1.302253511956001
1.2984315153677377,1.3025001818788602,1.3022135754057
1.2978560964509311,1.2997288296416303,1.2994352998149443
1.294664023219486,1.299723968022059,1.2994467538924686
1.2946587797973304,1.2978928088905217,1.2976179110299417
1.294608118836666,1.296064933261208,1.2957841810943378
1.3000444191731775,1.2977498789720239,1.2974647233486833
1.2995575699713893,1.2958501820343826,1.2955567794752247
1.30131840955143,1.2993759337553616,1.2991020794885118
1.3000373855211276,1.2984849592450154,1.2981963758829194
1.3002414717291024,1.3002801695421304,1.2999903135047541
1.2971025708708748,1.300232707238671,1.2999562736832526
1.293784740352716,1.3001821311230255,1.2999129942392151
1.2943475258462385,1.2973969830857552,1.2971279819539747
1.297502521804513,1.2972961278120294,1.2970184215813307
1.2971427449872281,1.2954494250730668,1.2951626913323786
1.2953572239912483,1.2972232120029608,1.2969510206984773
1.2971353549860996,1.2971555735540552,1.2968728360137476
1.2988617390040473,1.2952889916272117,1.2950007052226813
1.2996112089922098,1.296106956998969,1.295834146325849
1.296262622154773,1.297868102021077,1.2975950537819045
1.299418449594231,1.297789925820849,1.2975219682827985
1.2978870903362614,1.296851777480107,1.2965674703069534
1.3009191798004507,1.299550171485759,1.2992667806388074
1.2961467493127379,1.2985743943792243,1.2982996237861726
1.2965737573228389,1.2994312696765562,1.299160961931488
1.2960509083796172,1.2966739677744226,1.2963902036093886
1.2963509543037393,1.2974857479443165,1.2972164074324612
1.2934118549800422,1.2974319816559678,1.2971557856666018
1.3008347759758505,1.2955340834327231,1.2952669234378484
1.2940195828799688,1.2963165157106498,1.2960344060234805
1.2996491177465639,1.2999222253772493,1.29965263881484
1.3034571403602477,1.2952902897559977,1.2950236218622315
1.2954914572953296,1.2970522662592892,1.2967881522005855
1.3002755624576152,1.2997350148434932,1.2994571049847496
1.2970664523464153,1.2986986668781106,1.298434680086935
1.29843175293379,1.2977631911554575,1.2974900580712663
1.2946566332183573,1.297682316883635,1.2974163871415314
1.2948652501503308,1.2985318615713513,1.2982554958919479
1.3019142167262296,1.2956986912534982,1.2954337287446078
1.295347331062068,1.2964975155890373,1.2962281835616838
1.2972882966168038,1.299234615892219,1.2989645796512106
1.2988926141063513,1.2963861310484912,1.2961074151620697
1.2976372217561973,1.2972153383852256,1.2969486789759612
1.298950079637515,1.2981249787996856,1.2978516929944608
1.3011323189719208,1.2980078417668717,1.2977381109679305
1.2974630603863169,1.2980154269115434,1.297739247891181
1.2988600760416809,1.2989020573569323,1.2986292466838123
1.3017197858813825,1.298839475671141,1.2985765324736955
1.2979705354121505,1.2978556807103396,1.2975947228863316
1.3024617470853903,1.3005817850990982,1.3003051054931256
1.2999714609415995,1.2976898256677898,1.2974610580438757
1.2990369779056652,1.299420273762133,1.2992864477141415
1.2980735287803473,1.2985934590549257,1.2983250688072798
1.300642254143924,1.2985547612418977,1.298279006446629
1.2980440875588592,1.2985370031794843,1.2982653124606112
1.3014476285149064,1.2984337976987408,1.2982361766811905
1.2946875083206613,1.2993410454836734,1.2990832269253572
1.2981281265498792,1.301213736251863,1.3009205797432593
1.2962613155414853,1.2983551887889175,1.2980796545906972
1.2982512706100167,1.299206345531989,1.2989793681379695
1.2988460087375808,1.2973795134964055,1.2970986934535205
1.2954113466286754,1.298263700405256,1.2979681173291175
1.299529910495294,1.2982710734373808,1.2979821082727008
1.2990322096156144,1.2963360979409653,1.2960648484161892
1.3002976221624765,1.2972518302277676,1.2969787735040934
1.2954906258141463,1.2981534443034586,1.297863342215528
1.3015599293816544,1.299025320200096,1.2987419463221483
1.2977681206510439,1.297064653632019,1.2967973409161107
1.2887630436845718,1.2969073679363574,1.29678395237216
1.2905514239576816,1.2985400066931463,1.2986087905498043
1.2927824237243328,1.2960104966972117,1.2956912757988641
1.2960334981817805,1.2949111003984348,1.2946858708118003
1.2917071573488736,1.2956290250086457,1.2955092068732412
1.2934635849879421,1.2964389894951398,1.2963138939995722
1.295244218910845,1.2937478497385864,1.293411422270447
1.2929691082189732,1.2954804019893933,1.2951611895755477
1.293887139805782,1.2963238208667598,1.2959861716303511
1.2963846971676751,1.2953319995671895,1.294993043717493
1.2931232461644409,1.2952403330089888,1.2949111597899479
1.2915332335450456,1.2970247679887292,1.2966910385921844
1.2925496089930268,1.2950385206475148,1.2947515917632835
1.2948161333690067,1.2931020858167777,1.2927631893585942
1.2938404071694833,1.29393051257934,1.2936058191772868
1.2904844303309182,1.2956875850405507,1.2953496388465766
1.2936428794814536,1.2936788622538833,1.293355857267702
1.2948175672498228,1.2934712210396249,1.2931510753305735
1.2960789242047912,1.2943071396173385,1.2939859418300552
1.2956267596466464,1.2942427761861546,1.293918863358273
1.294754747997979,1.2950761409288052,1.2947802608951013
1.2962013470822698,1.2959532687321003,1.2956286686595673
1.2927044596366517,1.2949212818006786,1.2945983955975233
1.2944997547787855,1.2967157963686404,1.2963764078093485
1.290702346276941,1.2938286731033974,1.2935055069116805
1.2963771798990185,1.293782135610642,1.2934642637480918
1.293082834482035,1.2927826443213815,1.2924617265226601
1.2931164500784431,1.2946576513585817,1.2943358342026619
1.2919250732948964,1.2936725497844923,1.293381964079955
1.2885242728329531,1.2945844385919476,1.2942649122515326
1.2941569130272326,1.2935820880255569,1.2932604575286784
1.2908674461988243,1.2935161719305308,1.2931941256930608
1.2950608773099415,1.2935113103109595,1.2931887040963659
1.2937674489379054,1.2915867198448325,1.2912649366269204
1.2893674371752635,1.293414994245734,1.2930944667340987
1.2869989884783224,1.2942948710276347,1.2939743435159994
1.289533970977963,1.291293427584199,1.2910158910435374
1.2887705609532283,1.2893013174521926,1.28898411586529
1.285969258424398,1.292019887603291,1.29170087881749
1.286429882030907,1.2881452871034351,1.2878265667906978
1.2819917154633567,1.2861647328629753,1.285846088910755
1.2920417776181148,1.2889148823300327,1.288597689227632
1.2841215120917056,1.284003306011656,1.2836836439192114
1.2911201740560188,1.2905842759489214,1.2902660731907982
1.2879332339482044,1.287613223991183,1.2872941473293673
1.2917265868581553,1.2894434158895072,1.2891269270007617
1.2859621059893218,1.2883751577125924,1.2880554956201475
1.289512276106682,1.288284432934099,1.2879678761693387
1.2908058147772425,1.2881741004717848,1.2878534032701119
1.286817912239418,1.285202301877882,1.2848840651817512
1.2965183280721237,1.2879839203623744,1.28766462310351
1.288025502906038,1.2868709743141116,1.2865531533585726
1.288587210867823,1.2906934036119702,1.2903760068815247
1.2889251740308008,1.287731718544296,1.2874170538234524
1.287974239545741,1.2876516078776419,1.2873341093331738
1.2836432492058094,1.2894809937482883,1.289164547282052
1.2936186816821211,1.2875088476491814,1.287191179414676
1.2915906905917076,1.2892341711043953,1.288916570745905
1.2906705124259257,1.288273369143661,1.287953851287748
1.2885025779616723,1.2900996921091323,1.289782677181271
1.2840543996819158,1.2909216367122665,1.2906034678921507
1.2881788008858206,1.289883201559424,1.2895675017293522
1.287459493301805,1.2858625233908767,1.2855443715397648
1.2872428924535722,1.2876847653109489,1.2873695915199932
1.2936245190194076,1.2866040349162855,1.286285399448567
1.2849658727487794,1.2874837335236469,1.287166684657778
1.2889494906131596,1.2893998819104135,1.289080711919077
1.2854422351062567,1.2863199483401806,1.2860008886473686
1.287160635207945,1.2862493827381298,1.2859297800371983
1.2910673665163812,1.2870826456667581,1.286764629567676
1.2880034432011767,1.2850200717467235,1.2847002060262338
1.2874525784327813,1.2878491610191771,1.287530695241496
1.2884768274984975,1.2877317355132998,1.2874107243850577
1.2812126854706798,1.287580660473007,1.2872608371750267
1.2869305609707429,1.2874806706184718,1.2871623405928208
1.2881739138127437,1.2872874700263959,1.2869689703107072
1.2841862488409717,1.2871242621484291,1.2868069078404931
1.2880581597537346,1.2870150241868563,1.2866995364693314
1.2883534458723076,1.2877921875891216,1.2874744429940994
1.2826570276774734,1.2857099126557454,1.2853924904717942
1.2890856244456597,1.2875460097673708,1.2872285790989177
1.2819789717415484,1.2854236795006675,1.2851044670868217
1.2860844185682763,1.288230836335788,1.2879142201795144
1.2920984031835936,1.2841356981788317,1.2838193959491273
1.2839305429236212,1.2849467147435576,1.2846301070717858
1.2850509892715367,1.2888433749482746,1.288528319940345
1.2871680252090734,1.2867263050727304,1.2864104270681196
1.286312100175951,1.285620833870615,1.2853048540519816
1.2871949719870117,1.283531296203638,1.2832143746052973
1.2862782470134908,1.2863477181148002,1.2860314583076051
1.2904165967384695,1.2872343400756874,1.2869282362172305
1.2876805060910101,1.2870213112027418,1.2867850687326803
1.2853673678617579,1.2860187485238044,1.2857041092564665
1.2863131777076884,1.2858793566425861,1.285566830016214
1.283654932364884,1.2887399149324748,1.2884253944481632
1.2930563713207035,1.2865936753395024,1.28628155596922
1.2828892484936483,1.2864445093121304,1.2861290725016168
1.2866904750213344,1.286485837320738,1.2861754657578406
1.2859423201309617,1.2874004326842896,1.2870846904317088
1.2860176540230632,1.2873325906073392,1.2870193512828099
1.2835527704778704,1.2872263307059224,1.2869110975234537
1.289583681674418,1.2861711132083813,1.285856363642519
1.2882301830291438,1.2880535187312119,1.2877383534247582
1.2910892989537146,1.2850061741326608,1.2846930960136669
1.288875582117372,1.2859519500405838,1.2856369289706617
1.2846319651776954,1.288907195371339,1.2885933027401655
1.2860641490933094,1.2868385380634635,1.2865216419186283
1.3114887480046937,1.2857483983562266,1.2854338269649037
1.305519934877331,1.2856948102424173,1.2853747408938827
1.3081130956062925,1.2898822937177237,1.2895623516367174
1.3068658144399259,1.295964799170141,1.2956442377204982
1.305755617370269,1.3070380074053727,1.306719499205182
1.3079319005843622,1.3071916023427206,1.3068699379078348
1.3122085307208142,1.3063075766394057,1.3059894841798068
1.3078880357096956,1.3074250109891576,1.3071016326848939
1.3083913363606092,1.3115303984243725,1.3112071982946478
1.3129686148208157,1.3086763053249084,1.3083507040811548
1.3042117349875397,1.3078147974895558,1.307487584190447
1.3100541799440544,1.310925131029988,1.3105997164452756
1.3083916927096877,1.3061179395381148,1.3057768795319546
1.3102310902925405,1.31116967982738,1.3108419744271627
1.3065582512471474,1.3083777696421195,1.3080525332319461
1.3077464124044855,1.3085208183436434,1.3081797583374832
1.3112648759383585,1.3086445054119007,1.3083035217662573
1.310176848872087,1.3097604210358178,1.309417188997179
1.3055301926400915,1.3089582877445498,1.3086154714465024
1.3094134303628506,1.3101324155357952,1.3097904816259425
1.3116853254285141,1.3082812754023547,1.3079433631463881
1.311115149933863,1.3094322235344922,1.309089076340872
1.307280180542241,1.3086114243391105,1.308269074688666
1.3097404230649108,1.3097428750859512,1.3094010769281283
1.3104530618304568,1.31087681179184,1.3105354293746085
1.3079396469345692,1.310117262215456,1.309774420463903
1.3052496950082775,1.30934300051283,1.30899994664873
1.310198424960342,1.3075888976272736,1.3072473540045069
1.3137624248157498,1.3096985181101761,1.309356007254196
1.3066556448441105,1.3099195224148794,1.3095761122017013
1.309015396926635,1.3092536671926431,1.3089111139141538
1.3120647693211331,1.3093896143661024,1.309047570157725
1.3077423568125919,1.3115345473457867,1.3111924946529077
1.3085094660801417,1.3098180308035134,1.3094756047925522
1.310495136475229,1.3090508791134543,1.3087074349622687
1.3072359593184957,1.3111116882571001,1.3107690246800865
1.3194675481095024,1.3103908280092422,1.310046382686836
1.318804382474359,1.3096060709778035,1.3092632971022653
1.3229761102296933,1.3127155051610373,1.3123721628238743
1.3245768557439537,1.3148968536227468,1.3145536215841078
1.3234400767299388,1.3217292363194166,1.3213851134080814
1.327171925485836,1.3248581678879472,1.324512424436755
1.32606804088557,1.3242105119222216,1.3238638606293291
1.3285820496965888,1.3272812907149372,1.3269827380631443
1.3259022197810277,1.3265754310663849,1.3263609428591177
1.3218165672971618,1.3289281155588522,1.3285824314991728
1.3301190172102941,1.3282622263986084,1.3279171532230638
1.3269535344077086,1.3257408106174575,1.325395669565898
1.3182561394170413,1.3306434612398672,1.3303198708230568
1.3202872273506374,1.3291179647726896,1.3287933053086436
1.323866609607935,1.3266556944540728,1.3263299913962967
1.325166104398808,1.3251000780052575,1.3247756052002526
1.3233275382971386,1.3235947407145225,1.3232683334430912
1.3254228793633942,1.3248266309944974,1.3245014285223318
1.3269876251362211,1.3241773884269221,1.3238528477459022
1.325170872688859,1.3245187114526404,1.3242025280059622
1.3233896533353269,1.3275288345414888,1.3272220519228826
1.3222571589947563,1.3268202768213422,1.3266623547880405
1.3275402801345113,1.3263945075485144,1.3260789180169672
1.3267201172767698,1.3248835874555491,1.324568837889687
1.3234343496911767,1.326116190433681,1.32579913308331
1.327162864037839,1.3264537972475803,1.3261385386116058
1.3204821333275891,1.3249957780237727,1.3246809945199032
1.3262526975842635,1.3280251779008694,1.327714220907343
1.3221353300324084,1.3230656556624267,1.3227593312069212
1.321435808306753,1.326898079703488,1.3265862657752727
1.3314115971321434,1.3237574480068788,1.3234457867996972
1.3284934799815704,1.3231932201480385,1.3228818389294186
1.3256675045213029,1.327035452273261,1.326721737816627
1.3244515651048432,1.328295867448522,1.3279834596051758
1.3247748585640882,1.3294695201076627,1.329158003137013
1.325079324913684,1.3247181566380926,1.3244112382674562
