true,pred_meta_calibrated,pred_chronos_raw_L,last_obs_in_window
1.4286336,1.4249026,1.4245968,1.4276748511980921
1.4221643,1.4259003,1.425814,1.4286335353609318
1.4272968,1.4248674,1.4244998,1.422164282625215
1.4255149,1.4245899,1.424026,1.4272967224784596
1.4209515,1.4236904,1.4236593,1.4255148994791755
1.4281079,1.4245511,1.4247824,1.4209514518036985
1.4211135,1.425845,1.4269863,1.4281078209405185
1.4258583,1.4264297,1.4253832,1.4211134567970845
1.4253477,1.4237401,1.4237087,1.425858225751767
1.428996,1.4247478,1.4249682,1.4253476462873782
1.4227657,1.423315,1.4231633,1.4289959327383563
1.4196972,1.4253201,1.4244572,1.4227656983318047
1.4246936,1.4256823,1.4259942,1.4196971323833771
1.4280225,1.4249012,1.424384,1.4246935498012803
1.4192841,1.425339,1.424945,1.4280224648246889
1.429323,1.4239402,1.4236548,1.4192840686864405
1.4248116,1.4245127,1.4245039,1.4293229246560437
1.426286,1.4247726,1.4234787,1.424811568000405
1.4240943,1.4231845,1.4242326,1.4262859472957818
1.4234843,1.425592,1.4260726,1.4240942810849497
1.4257716,1.4240233,1.4241029,1.4234842906703495
1.4285423,1.4235429,1.422922,1.4257715575863343
1.4268651,1.4228153,1.4219326,1.428542222009784
1.4274571,1.4242506,1.4245449,1.4268650647856362
1.4260877,1.4236758,1.4233055,1.4274570575905328
1.4272943,1.4248841,1.4248149,1.4260877019020022
1.4270031,1.4239986,1.4244993,1.4272942176564907
1.4249593,1.4264609,1.4267489,1.4270031083074872
1.4258938,1.42666,1.4267291,1.4249592663519093
1.4269078,1.4252948,1.4258552,1.425893750488741
1.4269166,1.4255053,1.4253391,1.4269077395302945
1.4274917,1.4256246,1.4255811,1.4269165660458045
1.4228971,1.4251616,1.425856,1.427491628109614
1.4256326,1.4264288,1.4257389,1.4228970623284047
1.424484,1.4247153,1.4258167,1.4256325598465904
1.4258559,1.426011,1.4265342,1.4244839796965347
1.4278173,1.4254907,1.4255464,1.4258558402070345
1.4279481,1.4259642,1.4262491,1.4278173079776981
1.4268565,1.4263918,1.4268162,1.4279480822146284
1.4273175,1.425689,1.4263353,1.4268564834511126
1.4227548,1.4253981,1.4259944,1.4273174634646058
1.4227499,1.4256315,1.4267905,1.4227547314525486
1.4279362,1.425158,1.4262854,1.422749841085847
1.427495,1.4255487,1.4256197,1.4279361611174792
1.4275575,1.4260554,1.4263701,1.4274949678722393
1.4193088,1.4258405,1.427072,1.4275574293851505
1.422058,1.4255623,1.4252548,1.419308745821395
1.4241955,1.4244279,1.4247853,1.422057946968766
1.4213338,1.4245843,1.4261447,1.424195494446737
1.4186405,1.4246126,1.4259785,1.421333755226613
1.4196507,1.4249032,1.4251688,1.4186404553441392
1.4207418,1.4222317,1.4219147,1.419650640767147
1.4267787,1.420201,1.4203347,1.4207417624217165
1.4155706,1.4224927,1.4226424,1.426778635174677
1.426756,1.4237051,1.4227418,1.4155705773461087
1.4228808,1.4203514,1.4207069,1.426755985752745
1.4206818,1.4240314,1.4240164,1.4228807346000139
1.4246111,1.4224283,1.4223007,1.420681799104261
1.422534,1.4212735,1.4215813,1.4246110563391297
1.4212633,1.4223946,1.4227246,1.4225339559140735
1.4193442,1.4231355,1.4227175,1.4212633021388479
1.42439,1.4221326,1.4235473,1.4193441512811324
1.4190186,1.4216658,1.4218891,1.4243899229689447
1.4200748,1.4227309,1.4221225,1.4190185906902848
1.4207777,1.422076,1.4222547,1.4200747839940633
1.4232008,1.4215312,1.4228618,1.4207776449904004
1.4217919,1.4213667,1.4217178,1.423200808437977
1.42007,1.4214501,1.4215901,1.4217918725864271
1.4190387,1.4214357,1.422874,1.4200700129045982
1.4181587,1.4212835,1.4217396,1.419038616013011
1.4197094,1.4204912,1.4212614,1.4181586150672634
1.4242424,1.4200796,1.4218701,1.419709404685723
1.4203172,1.4196876,1.420031,1.4242423438946772
1.420553,1.4211668,1.421549,1.4203171354593405
1.4189351,1.420598,1.4222307,1.4205529333031168
1.4253355,1.4197457,1.4204262,1.4189350237330045
1.4178562,1.419535,1.4192662,1.425335493262269
1.4271852,1.4216152,1.4212959,1.417856181007294
1.4209882,1.4205557,1.4208045,1.4271851386235994
1.4181387,1.4228594,1.4219401,1.4209881626865257
1.419728,1.421995,1.4202086,1.4181387090217736
1.4163272,1.4214156,1.4217457,1.419728005308123
1.4154711,1.4215131,1.421702,1.4163271992435968
1.4139665,1.4197657,1.419745,1.4154710404921473
1.4170681,1.4178628,1.4183352,1.4139664973089314
1.4148896,1.4171829,1.4168007,1.417068089798877
1.416216,1.4172857,1.4182537,1.4148895374575605
1.419896,1.4172038,1.4168007,1.4162159798469596
1.4183954,1.4168007,1.4168007,1.4198959675368268
1.4215847,1.4179442,1.416934,1.4183953605024193
1.4196808,1.4182745,1.4175639,1.421584688026414
1.4188855,1.4185743,1.4176295,1.4196807980284731
1.4163405,1.419536,1.4184221,1.418885430908622
1.4151506,1.4188157,1.4192159,1.4163404323903488
1.4204357,1.4184891,1.4178613,1.4151506088224743
1.4183922,1.4172602,1.4168007,1.4204356307674117
1.4154099,1.4185405,1.4179603,1.4183921466435438
1.4144636,1.4179035,1.4169315,1.4154098844023257
1.417589,1.417557,1.4168007,1.414463605072095
1.4141189,1.4174818,1.4168007,1.417588913852589
1.4112865,1.417207,1.4172988,1.414118847472664
1.4164987,1.4174789,1.4169781,1.4112864371997227
1.4118607,1.4168007,1.4168007,1.416498627138676
1.4187115,1.4168007,1.4170475,1.4118606709493888
1.4204668,1.4168007,1.4168007,1.4187115048180872
1.4144949,1.4168007,1.4168007,1.4204667422466308
1.4141054,1.4170845,1.4172179,1.4144948358285505
1.4135438,1.4168007,1.4168007,1.4141053757714388
1.4169455,1.4168007,1.4168007,1.4135437854088548
1.4168267,1.4168007,1.4168007,1.416945419787524
1.4148438,1.4168007,1.4168007,1.4168266859249796
1.4170012,1.4168007,1.4168007,1.41484376150475
1.4139376,1.4168007,1.4168007,1.4170012084016976
1.4196584,1.4168007,1.4168007,1.4139375328199717
1.411946,1.4168007,1.4168007,1.4196583871610142
1.4188304,1.4168007,1.4168007,1.4119460204387053
1.4179717,1.4168007,1.4168007,1.4188303579578683
1.4197364,1.4168007,1.4168007,1.4179716943844498
1.4173849,1.4168007,1.4168007,1.4197363480881733
1.4160156,1.4169214,1.417524,1.4173848238742148
1.4196599,1.4171969,1.4168007,1.4160155874629208
1.4134551,1.4168007,1.4168007,1.4196598184878537
1.4103372,1.417058,1.4172853,1.4134550895303997
1.4224118,1.4168007,1.4168007,1.4103371759385763
1.4102774,1.4168007,1.4168007,1.422411763011667
1.4143937,1.4178622,1.4185102,1.4102773252718444
1.4217329,1.4168007,1.4168007,1.4143936290932764
1.4130859,1.4168007,1.4168007,1.4217328634868647
1.4146498,1.4169734,1.4169416,1.4130858999770006
1.4177929,1.4168007,1.4168007,1.4146498100914888
1.4206827,1.4168309,1.4168007,1.4177928779272133
1.4214321,1.4168007,1.4168007,1.4206826340449175
1.4153165,1.4168007,1.4168007,1.4214320993082081
1.4165047,1.4179513,1.417847,1.415316424060919
1.4215775,1.4168575,1.417396,1.4165047036512304
1.4166129,1.41704,1.4168007,1.4215774187414931
1.4168227,1.4171196,1.4179211,1.4166128284662287
1.4129941,1.4168007,1.4168007,1.4168226371254475
1.4228761,1.416819,1.4168007,1.4129941095169065
1.418785,1.4168007,1.4168007,1.4228760827877855
1.4165782,1.4171106,1.4179028,1.4187849398367678
1.4162712,1.4179536,1.4195918,1.416578138669911
1.4172226,1.4174628,1.4186085,1.4162711720749501
1.4154767,1.4174006,1.418484,1.4172225803263556
1.4167743,1.4168007,1.4168007,1.4154766465222686
1.4157473,1.4168007,1.4168007,1.4167742370734315
1.415943,1.4168007,1.4168007,1.415747246813086
1.4176798,1.4168007,1.4172676,1.4159429873848965
1.4157468,1.4171822,1.4180465,1.41767975009479
1.4209173,1.4179158,1.4180145,1.4157467697041395
1.4206302,1.4171672,1.4180164,1.4209172391163274
1.4164656,1.4169165,1.4170598,1.420630178566856
1.4145646,1.4171882,1.4171638,1.4164656005971579
1.4118038,1.4174949,1.4176309,1.4145645732528958
1.4101837,1.4168007,1.4169486,1.4118038022135726
1.4150057,1.4168464,1.417027,1.4101836263759644
1.4075961,1.4168007,1.4168007,1.4150056472208992
1.4151883,1.4168007,1.4168007,1.4075960790167825
1.4081199,1.4168007,1.4168007,1.4151882739231945
1.4110814,1.4168007,1.4168007,1.408119878374897
1.4073616,1.4168007,1.4168007,1.4110813996299687
1.4124043,1.4168007,1.4168007,1.4073615932226091
1.4075397,1.4168007,1.4168007,1.4124042637022693
1.4116399,1.4168007,1.4168007,1.4075396873899129
1.4090517,1.4168007,1.4168007,1.411639895410914
1.4132503,1.4168007,1.4168007,1.409051619135286
1.414462,1.4168007,1.4168007,1.413250290515119
1.4121639,1.4168007,1.4168007,1.4144619351907821
1.4049664,1.4168007,1.4168007,1.4121638140462647
1.4060736,1.4168007,1.4168007,1.4049663207688627
1.40982,1.4168007,1.4168007,1.4060735315973498
1.408847,1.4168007,1.4168007,1.40981992357545
1.4124663,1.4168007,1.4168007,1.408846939397242
1.412827,1.4168007,1.4168007,1.412466248106234
1.4101697,1.4168007,1.4168007,1.412826975602346
1.4145737,1.4168007,1.4168007,1.410169684192306
1.4080203,1.4168007,1.4168007,1.414573631696366
1.4080815,1.4168007,1.4168007,1.4080202156171857
1.4132144,1.4168007,1.4168007,1.408081497610757
1.4121205,1.4168007,1.4168007,1.413214407946435
1.4112755,1.4168007,1.4168007,1.4121204236381868
1.4102734,1.4168007,1.4168007,1.4112754636939535
1.4101478,1.4168007,1.4168007,1.4102734023760621
1.4037523,1.4168007,1.4168007,1.4101477504337936
1.4127065,1.4168007,1.4168007,1.4037522905484672
1.4128131,1.4168007,1.4168007,1.4127064592077654
1.4108402,1.4168007,1.4168007,1.4128130334186875
1.4080625,1.4168007,1.4168007,1.4108401150333079
1.4122175,1.4168007,1.4168007,1.4080624265059236
1.4146886,1.4168007,1.4168007,1.4122174622966923
1.415087,1.4168007,1.4168007,1.4146885486873386
1.4138216,1.4168007,1.4168007,1.4150869479106838
1.4077759,1.4168007,1.4168007,1.4138215423338696
1.4131112,1.4168007,1.4168007,1.4077758430653988
1.4136655,1.4168007,1.4168007,1.4131111734981383
1.4042357,1.4168007,1.4168007,1.4136654945758016
1.4103861,1.4168007,1.4168007,1.404235681429419
1.4125416,1.4168007,1.4168007,1.410386053099539
1.4087943,1.4168007,1.4168007,1.4125415915607005
1.411446,1.4168007,1.4168007,1.4087942453647075
1.4136419,1.4168007,1.4168007,1.4114459373711394
1.406828,1.4168007,1.4168007,1.4136418909359767
1.4094136,1.4168007,1.4168007,1.406828013131092
1.4124905,1.4168007,1.4168007,1.4094135460302775
1.410693,1.4168007,1.4168007,1.412490448132242
1.4109888,1.4168007,1.4168007,1.4106930064414736
1.4116517,1.4168007,1.4168007,1.4109887742292184
1.4133441,1.4168007,1.4168007,1.4116516972308264
1.410995,1.4168007,1.4168007,1.4133441086882357
1.4113044,1.4168007,1.4168007,1.4109949766455228
1.4098386,1.4168007,1.4168007,1.4113043155321898
1.4107261,1.4168007,1.4168007,1.4098385175713368
1.408025,1.4168007,1.4168007,1.4107260329829918
1.4108845,1.4168007,1.4168007,1.4080249867066505
1.4130034,1.4168007,1.4168007,1.4108844596592789
1.4102782,1.4168007,1.4168007,1.41300340651485
1.4105961,1.4168007,1.4168007,1.4102781602125007
1.4140515,1.4168007,1.4168007,1.410596100313231
1.4131507,1.4168007,1.4168007,1.4140514955930512
1.4104378,1.4168007,1.4168007,1.4131506343839209
1.4092548,1.4168007,1.4168007,1.4104377796611542
1.4094206,1.4168007,1.4168007,1.4092547482692541
1.417752,1.4168007,1.4168007,1.4094205701342117
1.4088504,1.4168007,1.4168007,1.4177519923411044
1.4063874,1.4168007,1.4168007,1.4088503984371041
1.4072958,1.4168007,1.4168007,1.406387416272035
1.4118289,1.4168007,1.4168007,1.4072957919470725
1.4074203,1.4168007,1.4168007,1.411828837180237
1.4050122,1.4168007,1.4168007,1.4074202378639487
1.4059843,1.4168007,1.4168007,1.4050122159989098
1.4029504,1.4168007,1.4168007,1.4059842459592249
1.4073751,1.4168007,1.4168007,1.402950363180602
1.4057769,1.4168007,1.4168007,1.4073750582973212
1.4056373,1.4168007,1.4168007,1.4057768228447385
1.4087247,1.4168007,1.4168007,1.4056372287188112
1.40884,1.4168007,1.4168007,1.4087246272175988
1.4077791,1.4168007,1.4168007,1.4088399020402813
1.4031572,1.4168007,1.4168007,1.4077790635507876
1.4061714,1.4168007,1.4168007,1.4031572031619315
1.4040221,1.4168007,1.4168007,1.4061714051965117
1.4100485,1.4168007,1.4168007,1.4040220558986283
1.4109712,1.4168007,1.4168007,1.4100484455077922
1.4032046,1.4168007,1.4168007,1.4109711344512246
1.404713,1.4168007,1.4168007,1.403204529718818
1.4069079,1.4168007,1.4168007,1.4047130024243293
1.4069227,1.4168007,1.4168007,1.4069078758675237
1.4024621,1.4168007,1.4168007,1.4069226662448648
1.4081812,1.4217519,1.4271998,1.4024620819329485
1.4026122,1.4168007,1.4168007,1.4081811603684682
1.4100195,1.4168007,1.4168007,1.4026121724556986
1.4040599,1.4168007,1.4168007,1.4100194743923193
1.4037687,1.4168007,1.4168007,1.4040598535296112
1.4054053,1.4168007,1.4168007,1.403768618276858
1.4104534,1.4168007,1.4168007,1.405405247746607
1.4041545,1.4168007,1.4168007,1.4104534049791517
1.4076506,1.4168007,1.4168007,1.4041545066433843
1.4058771,1.4168007,1.4168007,1.40765054895484
1.4062629,1.4168007,1.4168007,1.4058770819886328
1.4060909,1.4168007,1.4168007,1.406262837824896
1.4070537,1.4168007,1.4168007,1.4060908135436339
1.4073136,1.4168007,1.4168007,1.4070536724097553
1.4063358,1.4168007,1.4168007,1.407313551002303
1.4069425,1.4168007,1.4168007,1.40633579573463
1.4033674,1.4168007,1.4168007,1.406942453013118
1.4095144,1.4168007,1.4168007,1.4033673696528601
1.4098592,1.4168007,1.4168007,1.4095143883073284
1.4065126,1.4168007,1.4168007,1.4098591392802462
1.4069138,1.4168007,1.4168007,1.4065125778523306
1.4095309,1.4168007,1.4168007,1.4069137204521183
1.4080468,1.4168007,1.4168007,1.409530835312956
1.4112571,1.4168007,1.4168007,1.4080468011879261
1.4073774,1.4168007,1.4168007,1.4112571082525398
1.4067689,1.4168007,1.4168007,1.4073773245648171
1.4086423,1.4168007,1.4168007,1.4067688781277798
1.4122438,1.4168007,1.4168007,1.4086422596591979
1.4088651,1.4168007,1.4168007,1.4122438093129595
1.4074544,1.4168007,1.4168007,1.4088650562841822
1.4071661,1.4168007,1.4168007,1.4074543379005964
1.4063859,1.4168007,1.4168007,1.4071660845787588
1.4071757,1.4168007,1.4168007,1.4063858656679589
1.4040178,1.4168007,1.4168007,1.4071756267576885
1.4063522,1.4168007,1.4168007,1.404017775171136
1.4059738,1.4168007,1.4168007,1.406352123463021
1.4055547,1.4168007,1.4168007,1.405973749562402
1.4042398,1.4168007,1.4168007,1.4055546093529108
1.4054128,1.4168007,1.4168007,1.404239736855464
1.4087079,1.4168007,1.4168007,1.405412762212514
1.4048247,1.4168007,1.4168007,1.4087078223802614
1.406469,1.4168007,1.4168007,1.4048246989299131
1.409405,1.4168007,1.4168007,1.4064689488897795
1.4037116,1.4168007,1.4168007,1.4094049580692405
1.4085814,1.4168007,1.4168007,1.4037115242395948
1.4052064,1.4168007,1.4168007,1.4085813354973364
1.4107368,1.4168007,1.4168007,1.4052063993401311
1.4034415,1.4168007,1.4168007,1.4107367679342877
1.4073807,1.4168007,1.4168007,1.4034415070819342
1.4087665,1.4168007,1.4168007,1.4073806643274425
1.3956944,1.4168007,1.4168007,1.4087664670216007
1.3974849,1.4168007,1.4168007,1.3956943445390972
1.3999599,1.4168007,1.4168007,1.3974848681501417
1.4036025,1.4168007,1.4168007,1.3999598840630834
1.397948,1.4168007,1.4168007,1.4036024385801904
1.4063826,1.4168007,1.4168007,1.397947995153894
1.4007908,1.4168007,1.4168007,1.4063825259053335
1.4020113,1.4168007,1.4168007,1.4007907692933952
1.4009687,1.4168007,1.4168007,1.4020112404845684
1.3998587,1.4168007,1.4168007,1.4009686381592519
1.4003155,1.4168007,1.4168007,1.399858670701296
1.3942925,1.4168007,1.4168007,1.4003154892645338
1.3972942,1.4168007,1.4168007,1.394292439417995
1.4039022,1.4168007,1.4168007,1.397294130595756
1.4012995,1.4168007,1.4168007,1.4039021425167437
1.3989689,1.4168007,1.4168007,1.4012994336954847
1.4001935,1.4168007,1.4168007,1.3989689022751717
1.3989769,1.4168007,1.4168007,1.4001934156393638
1.3987521,1.4168007,1.4168007,1.398976880596999
1.3997245,1.4168007,1.4168007,1.3987520562589921
1.3983518,1.4168007,1.4168007,1.399724444051017
1.3998412,1.4168007,1.4168007,1.3983517485998609
1.4005368,1.4168007,1.4168007,1.3998411502005388
1.3918207,1.4168007,1.4168007,1.4005367352854419
1.4007566,1.4168007,1.4168007,1.391820630737416
1.3995847,1.4168007,1.4168007,1.4007565632325372
1.4027165,1.4168007,1.4168007,1.3995846113706165
1.4034537,1.4168007,1.4168007,1.402716487025638
1.398631,1.4168007,1.4168007,1.4034536733600698
1.3979611,1.4168007,1.4168007,1.3986309368517151
1.3983527,1.4168007,1.4168007,1.397961102396896
1.4012144,1.4168007,1.4168007,1.3983527028177538
1.4009519,1.4168007,1.4168007,1.4012143227606413
1.4042943,1.4168007,1.4168007,1.400951820068888
1.4004552,1.4168007,1.4168007,1.404294220046548
1.4011977,1.4168007,1.4168007,1.4004552026676973
1.4207231,1.4168007,1.4168007,1.4011976372005406
1.4204085,1.4168007,1.4168007,1.4207230425220798
1.4151351,1.4173145,1.4183115,1.4204084488104882
1.4208593,1.4175875,1.4168007,1.4151351094082265
1.419309,1.4168007,1.4168007,1.4208593035118946
1.421589,1.4170772,1.4169459,1.4193089843758684
1.4195241,1.4183859,1.4201908,1.4215889820069323
1.4205415,1.4200479,1.420058,1.4195240346069855
1.4207646,1.4191551,1.4194565,1.4205414893149142
1.4291837,1.4199641,1.4208722,1.420764531120885
1.4240819,1.4194225,1.4198232,1.4291836883618265
1.4258703,1.4253497,1.423373,1.4240818828788542
1.4217865,1.4215322,1.4232799,1.4258702661261526
1.421218,1.4267561,1.426126,1.4217865117372923
1.4224157,1.4319663,1.4446099,1.421218003294984
1.4206232,1.4202762,1.4209001,1.4224156991604755
1.4188437,1.4223275,1.4235357,1.4206231478364084
1.4197829,1.4204105,1.4207262,1.4188437103818567
1.4217201,1.4190898,1.4199436,1.4197828397044034
1.4257023,1.4189599,1.4206922,1.4217201140755724
1.4243543,1.4208703,1.4208394,1.4257022972709357
1.4238794,1.4226843,1.4232713,1.424354278954734
1.4205501,1.4230046,1.4219621,1.4238793501310694
1.4222403,1.44227,1.4242212,1.4205500706494378
1.4234728,1.4222343,1.4217489,1.4222402224658646
1.424969,1.4211125,1.4201475,1.4234727274049104
1.4215266,1.4228013,1.4235857,1.4249689211815626
1.4256536,1.4314669,1.4230857,1.421526513867508
1.4200162,1.4223535,1.423196,1.4256535393872096
1.4190302,1.4229146,1.4234105,1.4200161327262106
1.4224492,1.4222215,1.4231179,1.419030153955724
1.4128805,1.4188339,1.4209408,1.422449196184427
1.4195164,1.4213799,1.422448,1.4128805045755368
1.4248663,1.4168007,1.4168007,1.4195164074903548
1.4214202,1.4192686,1.4208401,1.424866283119449
1.4185914,1.4227386,1.4233541,1.421420178211059
1.432547,1.4212179,1.4199024,1.4185913462552164
1.4301155,1.4192204,1.4187572,1.4325469353498428
1.4337722,1.4264897,1.4259703,1.4301154224957024
1.4334818,1.4291637,1.4296634,1.4337721710039677
1.434402,1.4312878,1.4327688,1.433481777318384
1.4323617,1.4321017,1.4308048,1.4344019548133342
1.4307786,1.4338202,1.4324778,1.4323616845483418
1.4298819,1.4327492,1.4330999,1.4307785840517837
1.4272863,1.4308844,1.4315639,1.4298818909194222
1.4295853,1.4298382,1.4324435,1.42728623270815
1.4310824,1.427169,1.426888,1.4295853014440474
1.4338889,1.4285601,1.4277133,1.431082330161356
1.4294531,1.4297101,1.4280908,1.4338888771534897
1.4324559,1.4313581,1.4320334,1.4294530958802776
1.4281023,1.4286503,1.4298067,1.4324558605531683
1.4327382,1.4311423,1.4307202,1.4281022215369104
1.4306797,1.427848,1.4281168,1.4327381500131748
1.4318241,1.4303617,1.4305875,1.4306796435840055
1.4314528,1.4304883,1.4316888,1.4318240490307794
1.4302154,1.4302434,1.4306386,1.4314527124871212
1.4360728,1.4302554,1.4311372,1.430215323807887
1.4321852,1.4283451,1.4290087,1.4360727903439412
1.4299568,1.4343266,1.4351432,1.4321851343586012
1.4307258,1.430377,1.4312351,1.429956757264942
1.4352996,1.4304265,1.431099,1.4307257773685258
1.4315149,1.4319658,1.432911,1.4352995955370758
1.4291383,1.4322404,1.4333112,1.4315148227948358
1.4323288,1.4404527,1.4502589,1.4291382636142127
1.428199,1.4290986,1.4293063,1.4323287839105734
1.4325076,1.430932,1.4318099,1.4281990150144295
1.4324766,1.4274837,1.4279072,1.4325076003678099
1.4365443,1.429384,1.4294224,1.4324766015393144
1.4364619,1.4320915,1.433529,1.4365442601277438
1.4295154,1.432809,1.4335952,1.4364618925693429
1.4338236,1.4345458,1.4349369,1.4295153254652289
1.4324553,1.4312016,1.4305965,1.4338235463603863
