cycle,capacity,IC_C_H,IC_C_P,IC_D_H,IC_D_P
108,1.454146207,8908444.838,4.014127912,14683.46849,3.435628142
109,1.455023752,3965244.548,3.981678881,13849.37702,3.471341409
110,1.449042164,1342740.98,4.044151654,14152.99942,3.444909732
111,1.438670937,2911390.649,4.010931877,56988.59427,3.425511188
112,1.433445432,2754661.558,4.086261804,13443.41447,3.485975513
113,1.43339589,5654412.352,4.11727666,13451.65855,3.459997641
114,1.428064873,6751042.388,3.995270777,14989.94115,3.46896149
115,1.422920318,677402.8787,4.179958321,13500.95681,3.464755097
116,1.417429033,6518640.017,3.979595145,15369.16555,3.433438285
117,1.412409229,35929142.24,3.996049843,14527.8248,3.448247069
118,1.412578793,63092161.64,4.061148374,13347.33514,3.440181687
119,1.407598373,216550.8131,3.979846536,13018.0097,3.454321943
120,1.433392049,2550165.792,4.099448222,14037.55016,3.428061948
121,1.438255018,6351145.05,4.018619388,13956.2304,3.449869819
122,1.417354717,557317.8615,4.029630298,16134.68281,3.430252882
123,1.406981664,5463776.379,4.205852631,13963.9351,3.434224124
124,1.401203778,453666.7801,4.004440581,13637.55028,3.455711243
125,1.396700823,1144091.709,4.145524473,13438.37218,3.429416036
126,1.391284789,856546.9008,4.027489255,14617.61138,3.4607633
127,1.386228768,865196.1686,4.088181895,13616.99942,3.444819377
128,1.380436676,5274402.969,4.073189893,12641.8915,3.471458929
129,1.375236415,1126013.874,4.035486557,14095.54541,3.411387341
130,1.370512802,552143.2519,4.067652497,14015.32296,3.449034301
131,1.370508557,2980635.442,4.075424068,12787.07397,3.439409233
132,1.364735511,370556.6545,3.978388127,12947.91816,3.465773056
133,1.375392017,1408691.966,4.088557582,11947.30984,3.440835541
134,1.386111515,598633.5352,4.202631882,13815.82179,3.464744636
135,1.369850004,223725.0959,4.156287659,13251.66542,3.419127882
136,1.364782795,4734897.786,4.074299701,13021.63196,3.458867211
137,1.354322047,541774.1657,3.968820432,13802.2857,3.426495415
138,1.354641702,352785.2969,4.047802899,12998.29144,3.411221493
139,1.354703921,6318893.841,3.990665127,13091.54724,3.432360118
140,1.349314998,220071.0694,4.079980576,12252.15628,3.446995585
141,1.344189194,1030191.57,4.028133662,11363.16958,3.44079303
142,1.338991379,781952.8756,4.144820046,11688.49234,3.463918052
143,1.338914523,907088.1457,4.195246997,12058.35919,3.440898267
144,1.334006676,1158174.254,4.121451842,13612.59687,3.407964398
145,1.328644431,333682.8044,4.096518378,12332.21463,3.395715057
146,1.323170899,92561.24318,4.034480691,10979.20382,3.433579867
147,1.318169159,3625738.926,4.048289676,11094.79043,3.427767742
148,1.318466444,800932.5849,4.014076413,11637.81601,3.431350568
149,1.31829304,362612.3513,4.206161698,12441.67236,3.399382485
150,1.323872422,1385851.484,4.077630857,11766.414,3.411128812
151,1.360121677,1565815.326,4.083375651,13118.07898,3.412760474
152,1.339530687,1396911.065,4.119712053,12857.36403,3.439517787
153,1.329028657,273863.1573,4.072819265,11907.20388,3.410503729
154,1.323674127,437992.0263,4.106692666,11162.49096,3.420055811
155,1.318633897,280002.8299,4.051294605,11948.71418,3.420504051
156,1.313475132,595995.0664,4.205668334,11105.24795,3.421853248
157,1.313202063,797815.5539,4.042810382,11482.22646,3.414858593
158,1.307795995,429578.3142,4.128228012,11862.22124,3.427556433
159,1.303032919,3429929.472,4.205897245,12395.58933,3.376428945
160,1.303357356,175299.6016,4.1673313,11968.23583,3.415533985
161,1.303410044,584300.0001,4.058627081,11301.17589,3.488223368
162,1.297887081,166672.26,4.089610426,10827.54822,3.43836097
163,1.298073506,1240004.731,4.198446911,12739.745,3.395078105
164,1.293463614,545874.6919,4.119116642,13094.05016,3.475352736
165,1.288003393,422606.9842,4.15213336,11034.42501,3.436022402
166,1.287452522,502147.2551,4.074137718,11912.25279,3.409309213
167,1.309015364,682205.7605,4.206231626,11679.6948,3.436534715
168,1.325079329,1044988.898,3.997978396,11880.96189,3.41051423
